Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0008016,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-4.5,3.2,5.1,27994,257,579,17,2.9,0.7,491|775|783|2946|5144|5318|6261|6324|6505|6863|8048|9722|10659|26251|30818|55799|64091,ATP2B2|CACNA1C|CACNB2|GSTM2|PDE4D|PKP2|RYR1|SCN1B|SLC1A1|TAC1|CSRP3|NOS1AP|CELF2|KCNG2|KCNIP3|CACNA2D3|POPDC2,-3.5,3
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-4.5,2.5,4.9,27994,482,579,25,4.3,0.84,288|1496|1600|3909|4803|4983|5063|5362|5588|6049|6324|7074|7224|7504|9211|9856|10090|23105|23566|26230|30011|55816|56288|57556|57643,ANK3|CTNNA2|DAB1|LAMA3|NGF|OPHN1|PAK3|PLXNA2|PRKCQ|RNF6|SCN1B|TIAM1|TRPC5|XK|LGI1|KIAA0319|UST|FSTL4|LPAR3|TIAM2|SH3KBP1|DOK5|PARD3|SEMA6A|ZSWIM5,-3.5,3
GO Biological Processes,19,GO:0043270,positive regulation of ion transport,19_GO:0048518 positive regulation of biological process,-4.5,3.1,5.1,27994,284,579,18,3.1,0.72,288|409|783|2946|5028|5243|5318|6324|6348|6375|8398|8647|9722|10063|22925|23566|57393|440699,ANK3|ARRB2|CACNB2|GSTM2|P2RY1|ABCB1|PKP2|SCN1B|CCL3|XCL1|PLA2G6|ABCB11|NOS1AP|COX17|PLA2R1|LPAR3|CLTRN|LRRC52,-3.5,3
GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0023052 signaling,-4.5,2.6,4.9,27994,454,579,24,4.1,0.83,409|773|783|952|1143|2897|2911|3749|4803|4889|4983|5028|5581|6863|8224|8398|9211|9229|10497|22999|57497|66000|116443|266743,ARRB2|CACNA1A|CACNB2|CD38|CHRNB4|GRIK1|GRM1|KCNC4|NGF|NPY5R|OPHN1|P2RY1|PRKCE|TAC1|SYN3|PLA2G6|LGI1|DLGAP1|UNC13B|RIMS1|LRFN2|TMEM108|GRIN3A|NPAS4,-3.5,3
GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-4.5,3.1,5.1,27994,285,579,18,3.1,0.72,491|775|783|2946|5144|5318|6261|6324|6505|6863|8048|9722|10659|23327|26251|30818|55799|64091,ATP2B2|CACNA1C|CACNB2|GSTM2|PDE4D|PKP2|RYR1|SCN1B|SLC1A1|TAC1|CSRP3|NOS1AP|CELF2|NEDD4L|KCNG2|KCNIP3|CACNA2D3|POPDC2,-3.5,3
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-4.5,2.7,4.9,27994,396,579,22,3.8,0.79,288|409|775|783|2946|4067|5144|5318|5581|6324|6348|6375|8398|9455|9722|23072|23327|23566|30818|55636|117532|440699,ANK3|ARRB2|CACNA1C|CACNB2|GSTM2|LYN|PDE4D|PKP2|PRKCE|SCN1B|CCL3|XCL1|PLA2G6|HOMER2|NOS1AP|HECW1|NEDD4L|LPAR3|KCNIP3|CHD7|TMC2|LRRC52,-3.5,3
Reactome Gene Sets,6,R-HSA-194840,Rho GTPase cycle,,-4.5,4.2,5.5,27994,138,579,12,2.1,0.59,4983|7074|8997|9901|23092|23229|23370|26230|55843|80728|116985|100271715,OPHN1|TIAM1|KALRN|SRGAP3|ARHGAP26|ARHGEF9|ARHGEF18|TIAM2|ARHGAP15|ARHGAP39|ARAP1|ARHGEF33,-3.5,3
GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0023052 signaling,-4.5,2.6,4.8,27994,455,579,24,4.1,0.83,409|773|783|952|1143|2897|2911|3749|4803|4889|4983|5028|5581|6863|8224|8398|9211|9229|10497|22999|57497|66000|116443|266743,ARRB2|CACNA1A|CACNB2|CD38|CHRNB4|GRIK1|GRM1|KCNC4|NGF|NPY5R|OPHN1|P2RY1|PRKCE|TAC1|SYN3|PLA2G6|LGI1|DLGAP1|UNC13B|RIMS1|LRFN2|TMEM108|GRIN3A|NPAS4,-3.4,3
GO Biological Processes,19,GO:0006816,calcium ion transport,19_GO:0051179 localization,-4.5,2.6,4.9,27994,426,579,23,4,0.81,409|491|773|775|783|2946|4067|4988|5144|5581|6261|6348|6375|7224|8398|9455|9722|23566|55636|55799|116443|117532|140803,ARRB2|ATP2B2|CACNA1A|CACNA1C|CACNB2|GSTM2|LYN|OPRM1|PDE4D|PRKCE|RYR1|CCL3|XCL1|TRPC5|PLA2G6|HOMER2|NOS1AP|LPAR3|CHD7|CACNA2D3|GRIN3A|TMC2|TRPM6,-3.4,3
GO Biological Processes,19,GO:0032990,cell part morphogenesis,19_GO:0032502 developmental process,-4.5,2.2,4.7,27994,705,579,32,5.5,0.95,288|1496|1600|3909|4803|4983|5063|5362|5588|6049|6324|7074|7224|7504|8997|9211|9856|10090|22999|23026|23072|23105|23327|23566|26230|30011|55816|56288|57556|57643|66000|203447,ANK3|CTNNA2|DAB1|LAMA3|NGF|OPHN1|PAK3|PLXNA2|PRKCQ|RNF6|SCN1B|TIAM1|TRPC5|XK|KALRN|LGI1|KIAA0319|UST|RIMS1|MYO16|HECW1|FSTL4|NEDD4L|LPAR3|TIAM2|SH3KBP1|DOK5|PARD3|SEMA6A|ZSWIM5|TMEM108|NRK,-3.4,3
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-4.5,2.6,4.8,27994,428,579,23,4,0.81,288|463|861|1012|4067|4739|5063|5581|5588|5896|6375|7082|9840|10563|27177|29851|51176|55604|55679|79679|84466|84978|146850,ANK3|ZFHX3|RUNX1|CDH13|LYN|NEDD9|PAK3|PRKCE|PRKCQ|RAG1|XCL1|TJP1|TESPA1|CXCL13|IL36B|ICOS|LEF1|CARMIL1|LIMS2|VTCN1|MEGF10|FRMD5|PIK3R6,-3.4,3
KEGG Pathway,24,hsa00140,Steroid hormone biosynthesis,,-4.4,6.3,6.1,27994,61,579,8,1.4,0.49,54575|54576|54577|54578|54579|54600|54657|54659,UGT1A10|UGT1A8|UGT1A7|UGT1A6|UGT1A5|UGT1A9|UGT1A4|UGT1A3,-3.4,3
GO Biological Processes,19,GO:0010817,regulation of hormone levels,19_GO:0065007 biological regulation,-4.4,2.4,4.7,27994,550,579,27,4.7,0.88,773|775|949|952|2182|2690|3295|3790|4067|4803|5028|5581|6863|7038|7074|8398|8997|9501|26251|54097|54576|54577|54600|54659|55636|57393|130399,CACNA1A|CACNA1C|SCARB1|CD38|ACSL4|GHR|HSD17B4|KCNS3|LYN|NGF|P2RY1|PRKCE|TAC1|TG|TIAM1|PLA2G6|KALRN|RPH3AL|KCNG2|FAM3B|UGT1A8|UGT1A7|UGT1A9|UGT1A3|CHD7|CLTRN|ACVR1C,-3.4,3
GO Biological Processes,19,GO:0032412,regulation of ion transmembrane transporter activity,19_GO:0051179 localization,-4.4,3.1,5,27994,265,579,17,2.9,0.7,288|783|1131|1612|1740|2946|4988|5144|5243|5581|6324|8398|9722|10063|23072|23327|440699,ANK3|CACNB2|CHRM3|DAPK1|DLG2|GSTM2|OPRM1|PDE4D|ABCB1|PRKCE|SCN1B|PLA2G6|NOS1AP|COX17|HECW1|NEDD4L|LRRC52,-3.4,3
GO Biological Processes,19,GO:0097503,sialylation,19_GO:0008152 metabolic process,-4.4,12,7.2,27994,20,579,5,0.86,0.38,6489|8869|81849|256435|338596,ST8SIA1|ST3GAL5|ST6GALNAC5|ST6GALNAC3|ST8SIA6,-3.3,3
GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-4.3,3,4.9,27994,295,579,18,3.1,0.72,491|775|783|2946|5144|5318|6261|6324|6505|6863|8048|9722|10659|23327|26251|30818|55799|64091,ATP2B2|CACNA1C|CACNB2|GSTM2|PDE4D|PKP2|RYR1|SCN1B|SLC1A1|TAC1|CSRP3|NOS1AP|CELF2|NEDD4L|KCNG2|KCNIP3|CACNA2D3|POPDC2,-3.3,3
GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-4.3,2.1,4.5,27994,753,579,33,5.7,0.96,773|775|783|952|1143|2182|3749|3790|4067|4129|4889|4988|5028|5581|6863|7074|8398|8647|8997|9501|9619|10497|22925|22999|26251|51311|55636|55691|57393|81793|114088|116443|130399,CACNA1A|CACNA1C|CACNB2|CD38|CHRNB4|ACSL4|KCNC4|KCNS3|LYN|MAOB|NPY5R|OPRM1|P2RY1|PRKCE|TAC1|TIAM1|PLA2G6|ABCB11|KALRN|RPH3AL|ABCG1|UNC13B|PLA2R1|RIMS1|KCNG2|TLR8|CHD7|FRMD4A|CLTRN|TLR10|TRIM9|GRIN3A|ACVR1C,-3.3,3
GO Biological Processes,19,GO:0006820,anion transport,19_GO:0051179 localization,-4.3,2.2,4.6,27994,656,579,30,5.2,0.92,24|949|1183|2182|4889|5169|5243|6505|6523|6549|7038|7504|8398|8647|9619|10497|10809|11046|22925|22999|55089|57101|57393|57709|64849|114884|200959|285335|388121|389015,ABCA4|SCARB1|CLCN4|ACSL4|NPY5R|ENPP3|ABCB1|SLC1A1|SLC5A1|SLC9A2|TG|XK|PLA2G6|ABCB11|ABCG1|UNC13B|STARD10|SLC35D2|PLA2R1|RIMS1|SLC38A4|ANO2|CLTRN|SLC7A14|SLC13A3|OSBPL10|GABRR3|SLC9C1|TNFAIP8L3|SLC9A4,-3.3,3
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-4.3,2.4,4.6,27994,530,579,26,4.5,0.86,288|1496|1600|3909|4685|4803|4983|5063|5362|5588|6049|6324|7074|7224|7504|9211|9856|10090|23105|23566|26230|30011|55816|56288|57556|57643,ANK3|CTNNA2|DAB1|LAMA3|NCAM2|NGF|OPHN1|PAK3|PLXNA2|PRKCQ|RNF6|SCN1B|TIAM1|TRPC5|XK|LGI1|KIAA0319|UST|FSTL4|LPAR3|TIAM2|SH3KBP1|DOK5|PARD3|SEMA6A|ZSWIM5,-3.3,3
GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-4.3,2.2,4.5,27994,692,579,31,5.4,0.94,773|775|783|952|1143|2182|3749|3790|4067|4129|4889|4988|5028|5581|6863|7074|8398|8997|9501|9619|10497|22999|26251|51311|55636|55691|57393|81793|114088|116443|130399,CACNA1A|CACNA1C|CACNB2|CD38|CHRNB4|ACSL4|KCNC4|KCNS3|LYN|MAOB|NPY5R|OPRM1|P2RY1|PRKCE|TAC1|TIAM1|PLA2G6|KALRN|RPH3AL|ABCG1|UNC13B|RIMS1|KCNG2|TLR8|CHD7|FRMD4A|CLTRN|TLR10|TRIM9|GRIN3A|ACVR1C,-3.3,3
GO Biological Processes,19,GO:0031644,regulation of neurological system process,19_GO:0032501 multicellular organismal process,-4.2,3.9,5.2,27994,148,579,12,2.1,0.59,55|1143|2911|4988|6348|9229|10497|22999|26011|56288|66000|151647,ACP3|CHRNB4|GRM1|OPRM1|CCL3|DLGAP1|UNC13B|RIMS1|TENM4|PARD3|TMEM108|TAFA4,-3.2,3
GO Biological Processes,19,GO:0070838,divalent metal ion transport,19_GO:0051179 localization,-4.2,2.4,4.6,27994,475,579,24,4.1,0.83,409|491|773|775|783|2946|4067|4988|5144|5581|6261|6348|6375|7224|8398|9455|9722|23566|55636|55799|79815|116443|117532|140803,ARRB2|ATP2B2|CACNA1A|CACNA1C|CACNB2|GSTM2|LYN|OPRM1|PDE4D|PRKCE|RYR1|CCL3|XCL1|TRPC5|PLA2G6|HOMER2|NOS1AP|LPAR3|CHD7|CACNA2D3|NIPAL2|GRIN3A|TMC2|TRPM6,-3.2,3
GO Biological Processes,19,GO:0006805,xenobiotic metabolic process,19_GO:0050896 response to stimulus,-4.2,4.2,5.3,27994,126,579,11,1.9,0.57,2690|2944|2946|54575|54576|54577|54578|54579|54600|54657|54659,GHR|GSTM1|GSTM2|UGT1A10|UGT1A8|UGT1A7|UGT1A6|UGT1A5|UGT1A9|UGT1A4|UGT1A3,-3.2,3
GO Biological Processes,19,GO:0019233,sensory perception of pain,19_GO:0032501 multicellular organismal process,-4.1,4.6,5.3,27994,106,579,10,1.7,0.54,55|409|1740|2911|4886|4988|5028|6348|6863|151647,ACP3|ARRB2|DLG2|GRM1|NPY1R|OPRM1|P2RY1|CCL3|TAC1|TAFA4,-3.2,3
GO Biological Processes,19,GO:0007264,small GTPase mediated signal transduction,19_GO:0023052 signaling,-4.1,2.4,4.5,27994,510,579,25,4.3,0.84,1012|1600|4067|4803|4925|4983|7074|8997|9750|9771|9901|10982|23092|23179|23229|23348|23362|23370|26230|55843|80728|84952|116985|153020|154796,CDH13|DAB1|LYN|NGF|NUCB2|OPHN1|TIAM1|KALRN|RIPOR2|RAPGEF5|SRGAP3|MAPRE2|ARHGAP26|RGL1|ARHGEF9|DOCK9|PSD3|ARHGEF18|TIAM2|ARHGAP15|ARHGAP39|CGNL1|ARAP1|RASGEF1B|AMOT,-3.2,3
GO Biological Processes,19,GO:0001573,ganglioside metabolic process,19_GO:0008152 metabolic process,-4.1,11,6.8,27994,22,579,5,0.86,0.38,8869|54982|81849|256435|338596,ST3GAL5|CLN6|ST6GALNAC5|ST6GALNAC3|ST8SIA6,-3.2,3
KEGG Pathway,24,ko04080,Neuroactive ligand-receptor interaction,,-4.1,3,4.8,27994,277,579,17,2.9,0.7,1131|1143|2690|2897|2911|3363|4886|4889|4988|5028|5646|6869|10888|23566|56288|116443|200959,CHRM3|CHRNB4|GHR|GRIK1|GRM1|HTR7|NPY1R|NPY5R|OPRM1|P2RY1|PRSS3|TACR1|GPR83|LPAR3|PARD3|GRIN3A|GABRR3,-3.2,3
GO Biological Processes,19,GO:0030148,sphingolipid biosynthetic process,19_GO:0008152 metabolic process,-4.1,4.5,5.3,27994,107,579,10,1.7,0.54,6489|8398|8869|55304|56624|81849|151742|256435|338596|653308,ST8SIA1|PLA2G6|ST3GAL5|SPTLC3|ASAH2|ST6GALNAC5|PPM1L|ST6GALNAC3|ST8SIA6|ASAH2B,-3.2,3
GO Biological Processes,19,GO:0007610,behavior,19_GO:0007610 behavior,-4.1,2.2,4.4,27994,609,579,28,4.8,0.89,409|434|460|463|1143|1600|2911|4803|4886|4889|4988|5028|5581|5896|6348|6863|8398|8516|8997|9455|23544|54982|55636|57144|89797|112609|221935|266743,ARRB2|ASIP|ASTN1|ZFHX3|CHRNB4|DAB1|GRM1|NGF|NPY1R|NPY5R|OPRM1|P2RY1|PRKCE|RAG1|CCL3|TAC1|PLA2G6|ITGA8|KALRN|HOMER2|SEZ6L|CLN6|CHD7|PAK5|NAV2|MRAP2|SDK1|NPAS4,-3.2,3
GO Biological Processes,19,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,19_GO:0048519 negative regulation of biological process,-4.1,8.1,6.2,27994,36,579,6,1,0.42,775|2946|5144|6261|6348|55636,CACNA1C|GSTM2|PDE4D|RYR1|CCL3|CHD7,-3.1,3
GO Biological Processes,19,GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,19_GO:0048519 negative regulation of biological process,-4,7.8,6.1,27994,37,579,6,1,0.42,775|2946|5144|6261|6348|55636,CACNA1C|GSTM2|PDE4D|RYR1|CCL3|CHD7,-3.1,3
KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-4,2.6,4.5,27994,370,579,20,3.5,0.76,1131|1143|2690|2897|2911|3363|3827|4886|4889|4988|5028|5646|6863|6869|10888|23566|56288|116443|131450|200959,CHRM3|CHRNB4|GHR|GRIK1|GRM1|HTR7|KNG1|NPY1R|NPY5R|OPRM1|P2RY1|PRSS3|TAC1|TACR1|GPR83|LPAR3|PARD3|GRIN3A|CD200R1|GABRR3,-3.1,3
GO Biological Processes,19,GO:0001574,ganglioside biosynthetic process,19_GO:0008152 metabolic process,-4,15,7.3,27994,13,579,4,0.69,0.34,8869|81849|256435|338596,ST3GAL5|ST6GALNAC5|ST6GALNAC3|ST8SIA6,-3.1,3
KEGG Pathway,24,ko05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,-3.9,5.4,5.4,27994,72,579,8,1.4,0.49,775|783|1496|3694|5318|8516|51176|55799,CACNA1C|CACNB2|CTNNA2|ITGB6|PKP2|ITGA8|LEF1|CACNA2D3,-3,3
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-3.9,2.1,4.3,27994,656,579,29,5,0.91,409|683|1012|1240|1600|2321|3909|4067|4983|5144|5362|5588|6324|6348|6375|7074|8398|9211|9750|10563|30011|51176|55816|57118|57556|57643|151647|154796|414062,ARRB2|BST1|CDH13|CMKLR1|DAB1|FLT1|LAMA3|LYN|OPHN1|PDE4D|PLXNA2|PRKCQ|SCN1B|CCL3|XCL1|TIAM1|PLA2G6|LGI1|RIPOR2|CXCL13|SH3KBP1|LEF1|DOK5|CAMK1D|SEMA6A|ZSWIM5|TAFA4|AMOT|CCL3L3,-3,3
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-3.9,2.1,4.3,27994,658,579,29,5,0.91,409|683|1012|1240|1600|2321|3909|4067|4983|5144|5362|5588|6324|6348|6375|7074|8398|9211|9750|10563|30011|51176|55816|57118|57556|57643|151647|154796|414062,ARRB2|BST1|CDH13|CMKLR1|DAB1|FLT1|LAMA3|LYN|OPHN1|PDE4D|PLXNA2|PRKCQ|SCN1B|CCL3|XCL1|TIAM1|PLA2G6|LGI1|RIPOR2|CXCL13|SH3KBP1|LEF1|DOK5|CAMK1D|SEMA6A|ZSWIM5|TAFA4|AMOT|CCL3L3,-3,3
GO Biological Processes,19,GO:0046879,hormone secretion,19_GO:0023052 signaling,-3.8,2.7,4.5,27994,321,579,18,3.1,0.72,773|775|952|2182|3790|4067|5028|5581|6863|7074|8398|8997|9501|26251|54097|55636|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|LYN|P2RY1|PRKCE|TAC1|TIAM1|PLA2G6|KALRN|RPH3AL|KCNG2|FAM3B|CHD7|CLTRN|ACVR1C,-3,3
GO Biological Processes,19,GO:0090276,regulation of peptide hormone secretion,19_GO:0023052 signaling,-3.8,3.2,4.6,27994,213,579,14,2.4,0.64,773|775|952|2182|3790|5581|7074|8398|8997|9501|26251|55636|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|PRKCE|TIAM1|PLA2G6|KALRN|RPH3AL|KCNG2|CHD7|CLTRN|ACVR1C,-3,3
KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,,-3.8,5.2,5.2,27994,75,579,8,1.4,0.49,775|783|1496|3694|5318|8516|51176|55799,CACNA1C|CACNB2|CTNNA2|ITGB6|PKP2|ITGA8|LEF1|CACNA2D3,-2.9,3
GO Biological Processes,19,GO:0051056,regulation of small GTPase mediated signal transduction,19_GO:0023052 signaling,-3.8,2.7,4.4,27994,324,579,18,3.1,0.72,4067|4803|4983|7074|8997|9750|9901|10982|23092|23229|23362|23370|26230|55843|80728|84952|116985|154796,LYN|NGF|OPHN1|TIAM1|KALRN|RIPOR2|SRGAP3|MAPRE2|ARHGAP26|ARHGEF9|PSD3|ARHGEF18|TIAM2|ARHGAP15|ARHGAP39|CGNL1|ARAP1|AMOT,-2.9,3
GO Biological Processes,19,GO:0006688,glycosphingolipid biosynthetic process,19_GO:0008152 metabolic process,-3.8,9.3,6.2,27994,26,579,5,0.86,0.38,6489|8869|81849|256435|338596,ST8SIA1|ST3GAL5|ST6GALNAC5|ST6GALNAC3|ST8SIA6,-2.9,3
KEGG Pathway,24,ko00604,Glycosphingolipid biosynthesis - ganglio series,,-3.7,13,6.7,27994,15,579,4,0.69,0.34,6489|8869|81849|256435,ST8SIA1|ST3GAL5|ST6GALNAC5|ST6GALNAC3,-2.9,3
GO Biological Processes,19,GO:0021535,cell migration in hindbrain,19_GO:0040011 locomotion,-3.7,13,6.7,27994,15,579,4,0.69,0.34,1496|1600|5362|51176,CTNNA2|DAB1|PLXNA2|LEF1,-2.9,3
KEGG Pathway,24,hsa00604,Glycosphingolipid biosynthesis - ganglio series,,-3.7,13,6.7,27994,15,579,4,0.69,0.34,6489|8869|81849|256435,ST8SIA1|ST3GAL5|ST6GALNAC5|ST6GALNAC3,-2.9,3
GO Biological Processes,19,GO:0046883,regulation of hormone secretion,19_GO:0023052 signaling,-3.7,2.8,4.4,27994,274,579,16,2.8,0.68,773|775|952|2182|3790|5028|5581|6863|7074|8398|8997|9501|26251|55636|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|P2RY1|PRKCE|TAC1|TIAM1|PLA2G6|KALRN|RPH3AL|KCNG2|CHD7|CLTRN|ACVR1C,-2.9,3
Reactome Gene Sets,6,R-HSA-193648,NRAGE signals death through JNK,,-3.7,5.7,5.3,27994,59,579,7,1.2,0.45,4803|7074|8997|23229|23370|26230|100271715,NGF|TIAM1|KALRN|ARHGEF9|ARHGEF18|TIAM2|ARHGEF33,-2.9,3
GO Biological Processes,19,GO:0009582,detection of abiotic stimulus,19_GO:0050896 response to stimulus,-3.7,3.7,4.7,27994,144,579,11,1.9,0.57,24|409|1301|2986|5475|6863|6869|8048|63895|84059|117532,ABCA4|ARRB2|11A1|GUCY2F|PPEF1|TAC1|TACR1|CSRP3|PIEZO2|ADGRV1|TMC2,-2.8,3
GO Biological Processes,19,GO:0009914,hormone transport,19_GO:0051179 localization,-3.6,2.6,4.3,27994,333,579,18,3.1,0.72,773|775|952|2182|3790|4067|5028|5581|6863|7074|8398|8997|9501|26251|54097|55636|57393|130399,CACNA1A|CACNA1C|CD38|ACSL4|KCNS3|LYN|P2RY1|PRKCE|TAC1|TIAM1|PLA2G6|KALRN|RPH3AL|KCNG2|FAM3B|CHD7|CLTRN|ACVR1C,-2.8,3
GO Biological Processes,19,GO:0006672,ceramide metabolic process,19_GO:0008152 metabolic process,-3.6,4.4,4.9,27994,100,579,9,1.6,0.51,8398|8869|54982|55304|56624|81849|256435|338596|653308,PLA2G6|ST3GAL5|CLN6|SPTLC3|ASAH2|ST6GALNAC5|ST6GALNAC3|ST8SIA6|ASAH2B,-2.8,3
GO Biological Processes,19,GO:0070296,sarcoplasmic reticulum calcium ion transport,19_GO:0051179 localization,-3.6,6.7,5.5,27994,43,579,6,1,0.42,775|2946|5144|6261|6348|55636,CACNA1C|GSTM2|PDE4D|RYR1|CCL3|CHD7,-2.8,3
GO Biological Processes,19,GO:0001505,regulation of neurotransmitter levels,19_GO:0065007 biological regulation,-3.6,2.5,4.2,27994,365,579,19,3.3,0.74,783|1143|2824|3749|4128|4129|5028|6505|7166|7915|8224|9722|10497|22999|26059|29958|114088|116443|121278,CACNB2|CHRNB4|GPM6B|KCNC4|MAOA|MAOB|P2RY1|SLC1A1|TPH1|ALDH5A1|SYN3|NOS1AP|UNC13B|RIMS1|ERC2|DMGDH|TRIM9|GRIN3A|TPH2,-2.8,3
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0022610 biological adhesion,-3.6,2.8,4.3,27994,279,579,16,2.8,0.68,288|861|4067|5063|5588|5896|6375|7082|9840|10563|27177|29851|51176|79679|84466|146850,ANK3|RUNX1|LYN|PAK3|PRKCQ|RAG1|XCL1|TJP1|TESPA1|CXCL13|IL36B|ICOS|LEF1|VTCN1|MEGF10|PIK3R6,-2.8,3
GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0040011 locomotion,-3.6,3,4.4,27994,224,579,14,2.4,0.64,683|1240|2321|4067|5144|6348|6375|7499|9750|10563|57118|131450|151647|414062,BST1|CMKLR1|FLT1|LYN|PDE4D|CCL3|XCL1|XG|RIPOR2|CXCL13|CAMK1D|CD200R1|TAFA4|CCL3L3,-2.8,3
GO Biological Processes,19,GO:0051208,sequestering of calcium ion,19_GO:0051179 localization,-3.6,3.9,4.7,27994,124,579,10,1.7,0.54,540|775|2946|4067|5144|5581|6261|6348|6375|55636,ATP7B|CACNA1C|GSTM2|LYN|PDE4D|PRKCE|RYR1|CCL3|XCL1|CHD7,-2.8,3
Reactome Gene Sets,6,R-HSA-418457,cGMP effects,,-3.6,12,6.4,27994,16,579,4,0.69,0.34,3778|5152|10242|50940,KCNMA1|PDE9A|KCNMB2|PDE11A,-2.8,3
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0071840 cellular component organization or biogenesis,-3.6,2,4,27994,722,579,30,5.2,0.92,952|1496|1600|4067|4803|5063|5362|6049|6324|6695|7074|7224|7504|8997|9750|9856|10090|22999|23072|23105|23327|23566|26230|55604|57118|57556|57643|80258|116985|221935,CD38|CTNNA2|DAB1|LYN|NGF|PAK3|PLXNA2|RNF6|SCN1B|SPOCK1|TIAM1|TRPC5|XK|KALRN|RIPOR2|KIAA0319|UST|RIMS1|HECW1|FSTL4|NEDD4L|LPAR3|TIAM2|CARMIL1|CAMK1D|SEMA6A|ZSWIM5|EFHC2|ARAP1|SDK1,-2.8,3
GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-3.6,2.3,4.1,27994,460,579,22,3.8,0.79,775|783|952|1131|1143|2308|2946|3363|3778|5028|5144|5152|5318|6261|6324|6869|7074|8048|8398|9722|23327|23676,CACNA1C|CACNB2|CD38|CHRM3|CHRNB4|FOXO1|GSTM2|HTR7|KCNMA1|P2RY1|PDE4D|PDE9A|PKP2|RYR1|SCN1B|TACR1|TIAM1|CSRP3|PLA2G6|NOS1AP|NEDD4L|SMPX,-2.8,3
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-3.6,2.2,4.1,27994,556,579,25,4.3,0.84,409|2321|2690|2911|4216|4803|4889|4988|5028|5063|5581|6348|6375|6788|7074|8325|23566|55816|60401|146850|203447|388121|389840|414062|646643,ARRB2|FLT1|GHR|GRM1|MAP3K4|NGF|NPY5R|OPRM1|P2RY1|PAK3|PRKCE|CCL3|XCL1|STK3|TIAM1|FZD8|LPAR3|DOK5|EDA2R|PIK3R6|NRK|TNFAIP8L3|MAP3K15|CCL3L3|SBK2,-2.8,3
GO Biological Processes,19,GO:0002790,peptide secretion,19_GO:0051179 localization,-3.6,2.2,4.1,27994,556,579,25,4.3,0.84,773|775|952|2182|3694|3790|4067|4988|5452|5581|7074|8398|8997|9501|9619|10497|26251|51311|54097|55636|55691|57393|79400|81793|130399,CACNA1A|CACNA1C|CD38|ACSL4|ITGB6|KCNS3|LYN|OPRM1|POU2F2|PRKCE|TIAM1|PLA2G6|KALRN|RPH3AL|ABCG1|UNC13B|KCNG2|TLR8|FAM3B|CHD7|FRMD4A|CLTRN|NOX5|TLR10|ACVR1C,-2.8,3
GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-3.6,2.9,4.3,27994,253,579,15,2.6,0.66,409|775|783|2946|4067|5144|5581|6348|6375|8398|9455|9722|23566|55636|117532,ARRB2|CACNA1C|CACNB2|GSTM2|LYN|PDE4D|PRKCE|CCL3|XCL1|PLA2G6|HOMER2|NOS1AP|LPAR3|CHD7|TMC2,-2.8,3
Reactome Gene Sets,6,R-HSA-1296071,Potassium Channels,,-3.5,4.2,4.8,27994,103,579,9,1.6,0.51,3749|3756|3763|3772|3778|3790|10242|26251|131096,KCNC4|KCNH1|KCNJ6|KCNJ15|KCNMA1|KCNS3|KCNMB2|KCNG2|KCNH8,-2.8,3
