Category,CategoryID,GO,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0044065,regulation of respiratory system process,-2.2,7.6,4.2,27994,16,688,3,0.44,0.25,22871|54413|79068,NLGN1|NLGN3|FTO,-2,8
GO Biological Processes,19,GO:0003352,regulation of cilium movement,-2.2,7.6,4.2,27994,16,688,3,0.44,0.25,55130|92749|123872,ARMC4|DRC1|DNAAF1,-2,8
GO Biological Processes,19,GO:0090075,relaxation of muscle,-2.2,5.3,3.8,27994,31,688,4,0.58,0.29,3778|5142|5144|5592,KCNMA1|PDE4B|PDE4D|PRKG1,-2,8
Reactome Gene Sets,6,R-HSA-399719,Trafficking of AMPA receptors,-2.2,5.3,3.8,27994,31,688,4,0.58,0.29,2893|5579|7102|10368,GRIA4|PRKCB|TSPAN7|CACNG3,-2,8
Reactome Gene Sets,6,R-HSA-2022928,HS-GAG biosynthesis,-2.2,5.3,3.8,27994,31,688,4,0.58,0.29,2262|2719|6383|9955,GPC5|GPC3|SDC2|HS3ST3A1,-2,8
Reactome Gene Sets,6,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",-2.2,5.3,3.8,27994,31,688,4,0.58,0.29,2893|5579|7102|10368,GRIA4|PRKCB|TSPAN7|CACNG3,-2,8
GO Biological Processes,19,GO:0042060,wound healing,-2.2,1.7,2.8,27994,593,688,25,3.6,0.71,1607|2048|2065|2113|2623|3046|3048|3172|3680|3998|5027|5579|5588|5592|7103|7225|7448|8291|9630|10451|23414|57113|81029|84959|139189,DGKB|EPHB2|ERBB3|ETS1|GATA1|HBE1|HBG2|HNF4A|ITGA9|LMAN1|P2RX7|PRKCB|PRKCQ|PRKG1|TSPAN8|TRPC6|VTN|DYSF|GNA14|VAV3|ZFPM2|TRPC7|WNT5B|UBASH3B|DGKK,-2,8
KEGG Pathway,24,ko04974,Protein digestion and absorption,-2.2,3.2,3.3,27994,90,688,7,1,0.38,478|1286|1301|3784|6550|7373|256076,ATP1A3|4A4|11A1|KCNQ1|SLC9A3|14A1|6A5,-2,8
KEGG Pathway,24,ko05414,Dilated cardiomyopathy,-2.2,3.2,3.3,27994,90,688,7,1,0.38,114|775|1674|3680|3908|6445|10368,ADCY8|CACNA1C|DES|ITGA9|LAMA2|SGCG|CACNG3,-2,8
GO Biological Processes,19,GO:0006029,proteoglycan metabolic process,-2.2,3.2,3.3,27994,90,688,7,1,0.38,1301|1462|9486|64377|81031|83539|135152,11A1|VCAN|CHST10|CHST8|SLC2A10|CHST9|B3GAT2,-2,8
GO Biological Processes,19,GO:0048639,positive regulation of developmental growth,-2.2,2.4,3,27994,187,688,11,1.6,0.48,4208|5071|22999|23025|23236|23414|51761|57698|57731|57817|114804,MEF2C|PRKN|RIMS1|UNC13A|PLCB1|ZFPM2|ATP8A2|SHTN1|SPTBN4|HAMP|RNF157,-2,8
KEGG Pathway,24,hsa04931,insulin resistance,-2.2,2.9,3.2,27994,113,688,8,1.2,0.41,5579|5588|6196|9586|10891|28965|51085|84699,PRKCB|PRKCQ|RPS6KA2|CREB5|PPARGC1A|SLC27A6|MLXIPL|CREB3L3,-2,8
GO Biological Processes,19,GO:0031279,regulation of cyclase activity,-2.2,4.2,3.5,27994,49,688,5,0.73,0.32,775|1910|2913|9568|84059,CACNA1C|EDNRB|GRM3|GABBR2|ADGRV1,-1.9,8
GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,-2.1,1.7,2.8,27994,565,688,24,3.5,0.7,40|575|577|2048|2823|2895|5027|5789|6422|9378|10788|11141|22843|22871|26052|54413|54869|57633|64084|85477|91807|158038|163404|342184,ASIC2|ADGRB1|ADGRB3|EPHB2|GPM6A|GRID2|P2RX7|PTPRD|SFRP1|NRXN1|IQGAP2|IL1RAPL1|PPM1E|NLGN1|DNM3|NLGN3|EPS8L1|LRRN1|CLSTN2|SCIN|MYLK3|LINGO2|PLPPR5|FMN1,-1.9,8
GO Biological Processes,19,GO:0032411,positive regulation of transporter activity,-2.1,2.9,3.2,27994,114,688,8,1.2,0.41,2048|2259|7225|9446|10345|10368|54413|85358,EPHB2|FGF14|TRPC6|GSTO1|TRDN|CACNG3|NLGN3|SHANK3,-1.9,8
KEGG Pathway,24,hsa04510,Focal adhesion,-2.1,2.3,3,27994,215,688,12,1.7,0.5,1286|1950|2321|3680|3908|5579|7448|10451|53358|57144|91807|256076,4A4|EGF|FLT1|ITGA9|LAMA2|PRKCB|VTN|VAV3|SHC3|PAK5|MYLK3|6A5,-1.9,8
GO Biological Processes,19,GO:0031214,biomineral tissue development,-2.1,2.5,3,27994,163,688,10,1.5,0.46,2623|2719|4208|5027|10117|23462|54084|84059|144347|387733,GATA1|GPC3|MEF2C|P2RX7|ENAM|HEY1|TSPEAR|ADGRV1|RFLNA|IFITM5,-1.9,8
GO Biological Processes,19,GO:0070192,chromosome organization involved in meiotic cell cycle,-2.1,3.5,3.3,27994,70,688,6,0.87,0.35,6847|56159|150280|150365|254528|100507650,SYCP1|TEX11|HORMAD2|MEI1|MEIOB|RNF212B,-1.9,8
GO Biological Processes,19,GO:0050771,negative regulation of axonogenesis,-2.1,3.5,3.3,27994,70,688,6,0.87,0.35,1600|2048|5800|5802|57556|80031,DAB1|EPHB2|PTPRO|PTPRS|SEMA6A|SEMA6D,-1.9,8
Reactome Gene Sets,6,R-HSA-373752,Netrin-1 signaling,-2.1,4.1,3.4,27994,50,688,5,0.73,0.32,5588|6586|7225|57113|84448,PRKCQ|SLIT3|TRPC6|TRPC7|ABLIM2,-1.9,8
GO Biological Processes,19,GO:0009154,purine ribonucleotide catabolic process,-2.1,5.1,3.7,27994,32,688,4,0.58,0.29,272|5142|5144|10846,AMPD3|PDE4B|PDE4D|PDE10A,-1.9,8
GO Biological Processes,19,GO:0086019,cell-cell signaling involved in cardiac conduction,-2.1,5.1,3.7,27994,32,688,4,0.58,0.29,775|845|3784|6324,CACNA1C|CASQ2|KCNQ1|SCN1B,-1.9,8
GO Biological Processes,19,GO:0032609,interferon-gamma production,-2.1,2.8,3.1,27994,115,688,8,1.2,0.41,3702|5142|5144|9971|10148|10666|51284|114836,ITK|PDE4B|PDE4D|NR1H4|EBI3|CD226|TLR7|SLAMF6,-1.9,8
Reactome Gene Sets,6,R-HSA-418555,G alpha (s) signalling events,-2.1,1.7,2.8,27994,537,688,23,3.3,0.69,114|155|797|2770|2786|4991|4994|4995|5144|7253|10846|26539|26735|50940|81696|120796|196335|254786|282763|341418|387129|390054|392138,ADCY8|ADRB3|CALCB|GNAI1|GNG4|OR1D2|OR3A1|OR3A2|PDE4D|TSHR|PDE10A|OR10H1|OR1L3|PDE11A|OR5V1|OR56A1|OR56B4|OR6C3|OR51B5|OR6C4|NPSR1|OR52A5|OR2A25,-1.9,8
GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,-2.1,1.7,2.7,27994,631,688,26,3.8,0.73,155|313|1950|2026|2591|3706|5027|5071|6484|8291|8671|9245|9446|9486|10891|26330|51085|55753|64377|80162|80183|83539|112937|115209|135152|346606,ADRB3|AOAH|EGF|ENO2|GALNT3|ITPKA|P2RX7|PRKN|ST3GAL4|DYSF|SLC4A4|GCNT3|GSTO1|CHST10|PPARGC1A|GAPDHS|MLXIPL|OGDHL|CHST8|PGGHG|RUBCNL|CHST9|GLB1L3|OMA1|B3GAT2|MOGAT3,-1.9,8
KEGG Pathway,24,hsa_M00089,Triacylglycerol biosynthesis,-2.1,7.2,4,27994,17,688,3,0.44,0.25,8612|84803|346606,PLPP2|GPAT3|MOGAT3,-1.9,8
GO Biological Processes,19,GO:0034755,iron ion transmembrane transport,-2.1,7.2,4,27994,17,688,3,0.44,0.25,57348|57817|286133,TTYH1|HAMP|SCARA5,-1.9,8
KEGG Pathway,24,M00089,Triacylglycerol biosynthesis,-2.1,7.2,4,27994,17,688,3,0.44,0.25,8612|84803|346606,PLPP2|GPAT3|MOGAT3,-1.9,8
GO Biological Processes,19,GO:0060263,regulation of respiratory burst,-2.1,7.2,4,27994,17,688,3,0.44,0.25,3512|57118|124056,JCHAIN|CAMK1D|NOXO1,-1.9,8
Reactome Gene Sets,6,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,-2.1,7.2,4,27994,17,688,3,0.44,0.25,2893|5579|7102,GRIA4|PRKCB|TSPAN7,-1.9,8
GO Biological Processes,19,GO:0051284,positive regulation of sequestering of calcium ion,-2.1,7.2,4,27994,17,688,3,0.44,0.25,845|9446|10345,CASQ2|GSTO1|TRDN,-1.9,8
GO Biological Processes,19,GO:0006757,ATP generation from ADP,-2.1,2.8,3.1,27994,116,688,8,1.2,0.41,2026|5027|8671|10891|26330|51085|55753|221264,ENO2|P2RX7|SLC4A4|PPARGC1A|GAPDHS|MLXIPL|OGDHL|AK9,-1.9,8
KEGG Pathway,24,ko04976,Bile secretion,-2.1,3.4,3.3,27994,71,688,6,0.87,0.35,114|478|6550|6579|8671|9971,ADCY8|ATP1A3|SLC9A3|SLCO1A2|SLC4A4|NR1H4,-1.9,8
GO Biological Processes,19,GO:0009100,glycoprotein metabolic process,-2.1,1.8,2.8,27994,418,688,19,2.8,0.62,1301|1462|2590|2591|2623|3998|6484|9245|9486|23236|56999|64168|64377|79695|81031|83539|135152|140453|442117,11A1|VCAN|GALNT2|GALNT3|GATA1|LMAN1|ST3GAL4|GCNT3|CHST10|PLCB1|ADAMTS9|NECAB1|CHST8|GALNT12|SLC2A10|CHST9|B3GAT2|MUC17|GALNTL6,-1.9,8
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,-2.1,1.6,2.7,27994,666,688,27,3.9,0.74,114|196|478|773|845|1129|1644|2560|2915|3784|4208|5027|5071|5142|5144|5579|5588|6422|7253|8048|9971|10891|23236|55532|55777|81035|89766,ADCY8|AHR|ATP1A3|CACNA1A|CASQ2|CHRM2|DDC|GABRB1|GRM5|KCNQ1|MEF2C|P2RX7|PRKN|PDE4B|PDE4D|PRKCB|PRKCQ|SFRP1|TSHR|CSRP3|NR1H4|PPARGC1A|PLCB1|SLC30A10|MBD5|EC12|UMODL1,-1.9,8
GO Biological Processes,19,GO:0045927,positive regulation of growth,-2.1,2.1,2.8,27994,274,688,14,2,0.54,952|4208|5071|6422|7349|22999|23025|23236|23414|51761|57698|57731|57817|114804,CD38|MEF2C|PRKN|SFRP1|UCN|RIMS1|UNC13A|PLCB1|ZFPM2|ATP8A2|SHTN1|SPTBN4|HAMP|RNF157,-1.9,8
GO Biological Processes,19,GO:0009261,ribonucleotide catabolic process,-2.1,4.9,3.6,27994,33,688,4,0.58,0.29,272|5142|5144|10846,AMPD3|PDE4B|PDE4D|PDE10A,-1.9,8
GO Biological Processes,19,GO:1903046,meiotic cell cycle process,-2.1,2.3,2.9,27994,193,688,11,1.6,0.48,6847|23236|56159|63979|122402|143471|150280|150365|254528|375337|100507650,SYCP1|PLCB1|TEX11|FIGNL1|TDRD9|PSMA8|HORMAD2|MEI1|MEIOB|TOPAZ1|RNF212B,-1.9,8
KEGG Pathway,24,hsa04974,Protein digestion and absorption,-2.1,3,3.1,27994,94,688,7,1,0.38,478|1286|1301|3784|6550|7373|256076,ATP1A3|4A4|11A1|KCNQ1|SLC9A3|14A1|6A5,-1.9,8
GO Biological Processes,19,GO:1902115,regulation of organelle assembly,-2.1,2.2,2.9,27994,220,688,12,1.7,0.5,2895|4208|5789|5802|9378|9779|51473|91807|115948|118611|170690|197135,GRID2|MEF2C|PTPRD|PTPRS|NRXN1|TBC1D5|DCDC2|MYLK3|CCDC151|C10orf90|ADAMTS16|PATL2,-1.9,8
GO Biological Processes,19,GO:0021953,central nervous system neuron differentiation,-2.1,2.3,2.9,27994,194,688,11,1.6,0.48,2048|2560|2895|6324|6422|6586|9201|57282|57731|84871|85358,EPHB2|GABRB1|GRID2|SCN1B|SFRP1|SLIT3|DCLK1|SLC4A10|SPTBN4|AGBL4|SHANK3,-1.9,8
GO Biological Processes,19,GO:0030900,forebrain development,-2.1,1.9,2.7,27994,392,688,18,2.6,0.61,1600|1638|2048|2113|2173|5592|5802|6586|9201|10891|23236|26047|57282|83696|84623|85358|146760|221692,DAB1|DCT|EPHB2|ETS1|FABP7|PRKG1|PTPRS|SLIT3|DCLK1|PPARGC1A|PLCB1|CNTNAP2|SLC4A10|TRAPPC9|KIRREL3|SHANK3|RTN4RL1|PHACTR1,-1.9,8
GO Biological Processes,19,GO:0003179,heart valve morphogenesis,-2.1,3.9,3.3,27994,52,688,5,0.73,0.32,4208|6586|23462|56999|64220,MEF2C|SLIT3|HEY1|ADAMTS9|STRA6,-1.9,8
GO Biological Processes,19,GO:0051339,regulation of lyase activity,-2.1,3.9,3.3,27994,52,688,5,0.73,0.32,775|1910|2913|9568|84059,CACNA1C|EDNRB|GRM3|GABBR2|ADGRV1,-1.9,8
GO Biological Processes,19,GO:0003073,regulation of systemic arterial blood pressure,-2,3,3.1,27994,95,688,7,1,0.38,40|155|5125|5144|5800|89797|170690,ASIC2|ADRB3|PCSK5|PDE4D|PTPRO|NAV2|ADAMTS16,-1.9,8
Reactome Gene Sets,6,R-HSA-390466,Chaperonin-mediated protein folding,-2,3,3.1,27994,95,688,7,1,0.38,2770|2775|2786|6000|9628|10382|26330,GNAI1|GNAO1|GNG4|RGS7|RGS6|TUBB4A|GAPDHS,-1.9,8
KEGG Pathway,24,hsa04927,cortisol synthesis and secretion,-2,3.3,3.2,27994,73,688,6,0.87,0.35,114|775|8911|9586|23236|84699,ADCY8|CACNA1C|CACNA1I|CREB5|PLCB1|CREB3L3,-1.9,8
Reactome Gene Sets,6,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,-2,6.8,3.9,27994,18,688,3,0.44,0.25,8224|8499|22999,SYN3|PPFIA2|RIMS1,-1.9,8
GO Biological Processes,19,GO:0055002,striated muscle cell development,-2,2.4,2.9,27994,169,688,10,1.5,0.46,845|4208|7111|8048|8291|11149|11155|57817|91807|115701,CASQ2|MEF2C|TMOD1|CSRP3|DYSF|BVES|LDB3|HAMP|MYLK3|ALPK2,-1.9,8
GO Biological Processes,19,GO:0044782,cilium organization,-2,1.8,2.7,27994,424,688,19,2.8,0.62,1769|5314|7275|8632|9779|10382|51314|51473|55130|57096|79864|83894|85452|92749|115948|123872|126820|152206|170690,DNAH8|PKHD1|TUB|DNAH17|TBC1D5|TUBB4A|NME8|DCDC2|ARMC4|RPGRIP1|JHY|TTC29|CFAP74|DRC1|CCDC151|DNAAF1|DNAI3|CCDC13|ADAMTS16,-1.9,8
GO Biological Processes,19,GO:0042311,vasodilation,-2,4.8,3.5,27994,34,688,4,0.58,0.29,155|1910|3778|5592,ADRB3|EDNRB|KCNMA1|PRKG1,-1.9,8
GO Biological Processes,19,GO:0001539,cilium or flagellum-dependent cell motility,-2,4.8,3.5,27994,34,688,4,0.58,0.29,1769|8632|92749|126820,DNAH8|DNAH17|DRC1|DNAI3,-1.9,8
Canonical Pathways,11,M210,PID IL8 CXCR2 PATHWAY,-2,4.8,3.5,27994,34,688,4,0.58,0.29,3579|5579|9630|23236,CXCR2|PRKCB|GNA14|PLCB1,-1.9,8
GO Biological Processes,19,GO:0060285,cilium-dependent cell motility,-2,4.8,3.5,27994,34,688,4,0.58,0.29,1769|8632|92749|126820,DNAH8|DNAH17|DRC1|DNAI3,-1.9,8
GO Biological Processes,19,GO:0072006,nephron development,-2,2.5,2.9,27994,144,688,9,1.3,0.43,1286|2719|4208|4358|5800|9863|84623|170690|342184,4A4|GPC3|MEF2C|MPV17|PTPRO|MAGI2|KIRREL3|ADAMTS16|FMN1,-1.9,8
GO Biological Processes,19,GO:0030155,regulation of cell adhesion,-2,1.6,2.6,27994,738,688,29,4.2,0.77,864|970|1600|2042|2065|2113|3908|5212|5588|5592|5793|5800|5801|6422|7448|8291|8784|9223|9595|10148|10451|27299|54518|55423|57091|57556|84959|136227|342184,RUNX3|CD70|DAB1|EPHA3|ERBB3|ETS1|LAMA2|VIT|PRKCQ|PRKG1|PTPRG|PTPRO|PTPRR|SFRP1|VTN|DYSF|TNFRSF18|MAGI1|CYTIP|EBI3|VAV3|ADAMDEC1|APBB1IP|SIRPG|CASS4|SEMA6A|UBASH3B|26A1|FMN1,-1.8,8
GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,-2,1.7,2.6,27994,612,688,25,3.6,0.71,1769|2009|2042|2620|2770|5314|8632|9053|10345|10382|55130|55521|57159|63979|79864|85452|92749|115948|118611|123872|126820|152206|159989|387755|401236,DNAH8|EML1|EPHA3|GAS2|GNAI1|PKHD1|DNAH17|MAP7|TRDN|TUBB4A|ARMC4|TRIM36|TRIM54|FIGNL1|JHY|CFAP74|DRC1|CCDC151|C10orf90|DNAAF1|DNAI3|CCDC13|DEUP1|INSC|STMND1,-1.8,8
GO Biological Processes,19,GO:0009611,response to wounding,-2,1.6,2.6,27994,708,688,28,4.1,0.75,1607|2048|2065|2113|2623|3046|3048|3172|3680|3998|5027|5579|5588|5592|5802|7103|7225|7448|8291|9630|10451|23098|23414|57113|81029|84959|139189|146760,DGKB|EPHB2|ERBB3|ETS1|GATA1|HBE1|HBG2|HNF4A|ITGA9|LMAN1|P2RX7|PRKCB|PRKCQ|PRKG1|PTPRS|TSPAN8|TRPC6|VTN|DYSF|GNA14|VAV3|SARM1|ZFPM2|TRPC7|WNT5B|UBASH3B|DGKK|RTN4RL1,-1.8,8
KEGG Pathway,24,hsa04934,cushing syndrome,-2,2.4,2.9,27994,171,688,10,1.5,0.46,114|196|775|2770|8911|9586|23236|50940|81029|84699,ADCY8|AHR|CACNA1C|GNAI1|CACNA1I|CREB5|PLCB1|PDE11A|WNT5B|CREB3L3,-1.8,8
GO Biological Processes,19,GO:0099536,synaptic signaling,-21,3.9,12,27994,741,650,67,10,1.2,29|40|114|320|773|774|783|816|952|1139|1607|1740|2047|2257|2259|2560|2568|2570|2894|2895|2911|2918|3084|3751|3780|3786|3908|4137|4915|4920|5071|5334|5376|5579|5582|5649|5789|5799|6014|8499|8525|9229|9378|9515|9699|11141|22871|22986|23236|23316|25769|26059|27065|27253|27445|55607|57282|64084|66000|79772|84502|85445|143425|149111|152330|246213|729956,ABR|ASIC2|ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK2B|CD38|CHRNA7|DGKB|DLG2|EPHB1|FGF12|FGF14|GABRB1|GABRP|GABRR2|GRID1|GRID2|GRM1|GRM8|NRG1|KCND2|KCNN1|KCNQ3|LAMA2|MAPT|NTRK2|ROR2|PRKN|PLCL1|PMP22|PRKCB|PRKCG|RELN|PTPRD|PTPRN2|RIT2|PPFIA2|DGKZ|DLGAP1|NRXN1|STXBP5L|RIMS2|IL1RAPL1|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|ERC2|NSG1|PCDH17|PCLO|PPP1R9A|SLC4A10|CLSTN2|TMEM108|MCTP1|JPH4|CNTNAP4|SYT9|CNIH3|CNTN4|SLC17A8|SHISA7,-18,9
GO Biological Processes,19,GO:0099537,trans-synaptic signaling,-20,3.9,12,27994,732,650,66,10,1.2,29|40|114|320|773|774|783|816|952|1139|1607|1740|2047|2257|2259|2560|2568|2570|2894|2895|2911|2918|3751|3780|3786|3908|4137|4915|4920|5071|5334|5376|5579|5582|5649|5789|5799|6014|8499|8525|9229|9378|9515|9699|11141|22871|22986|23236|23316|25769|26059|27065|27253|27445|55607|57282|64084|66000|79772|84502|85445|143425|149111|152330|246213|729956,ABR|ASIC2|ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK2B|CD38|CHRNA7|DGKB|DLG2|EPHB1|FGF12|FGF14|GABRB1|GABRP|GABRR2|GRID1|GRID2|GRM1|GRM8|KCND2|KCNN1|KCNQ3|LAMA2|MAPT|NTRK2|ROR2|PRKN|PLCL1|PMP22|PRKCB|PRKCG|RELN|PTPRD|PTPRN2|RIT2|PPFIA2|DGKZ|DLGAP1|NRXN1|STXBP5L|RIMS2|IL1RAPL1|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|ERC2|NSG1|PCDH17|PCLO|PPP1R9A|SLC4A10|CLSTN2|TMEM108|MCTP1|JPH4|CNTNAP4|SYT9|CNIH3|CNTN4|SLC17A8|SHISA7,-18,9
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,-20,4,12,27994,681,650,63,9.7,1.2,577|596|816|1139|1501|1600|2047|2258|2675|3908|4036|4099|4137|4168|4756|4915|5071|5168|5362|5649|5789|5818|5909|6049|6324|6586|6608|7074|7477|8499|9201|9353|9369|9378|9423|9699|10090|10154|10371|11141|22871|22891|23072|23316|26047|26052|29993|54437|55607|55619|57643|57699|59352|66000|80243|84570|84623|91584|114798|152330|203447|220164|344901,ADGRB3|BCL2|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|FGF13|GFRA2|LAMA2|LRP2|MAG|MAPT|MCF2|NEO1|NTRK2|PRKN|ENPP2|PLXNA2|RELN|PTPRD|NECTIN1|RAP1GAP|RNF6|SCN1B|SLIT3|SMO|TIAM1|WNT7B|PPFIA2|DCLK1|SLIT2|NRXN3|NRXN1|NTN1|RIMS2|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|CNTNAP2|DNM3|PACSIN1|SEMA5B|PPP1R9A|DOCK10|ZSWIM5|CPNE5|LGR6|TMEM108|PREX2|25A1|KIRREL3|PLXNA4|SLITRK1|CNTN4|NRK|DOK6|OSTN,-18,9
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,-20,4,12,27994,685,650,63,9.7,1.2,577|596|816|1139|1501|1600|2047|2258|2675|3908|4036|4099|4137|4168|4756|4915|5071|5168|5362|5649|5789|5818|5909|6049|6324|6586|6608|7074|7477|8499|9201|9353|9369|9378|9423|9699|10090|10154|10371|11141|22871|22891|23072|23316|26047|26052|29993|54437|55607|55619|57643|57699|59352|66000|80243|84570|84623|91584|114798|152330|203447|220164|344901,ADGRB3|BCL2|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|FGF13|GFRA2|LAMA2|LRP2|MAG|MAPT|MCF2|NEO1|NTRK2|PRKN|ENPP2|PLXNA2|RELN|PTPRD|NECTIN1|RAP1GAP|RNF6|SCN1B|SLIT3|SMO|TIAM1|WNT7B|PPFIA2|DCLK1|SLIT2|NRXN3|NRXN1|NTN1|RIMS2|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|CNTNAP2|DNM3|PACSIN1|SEMA5B|PPP1R9A|DOCK10|ZSWIM5|CPNE5|LGR6|TMEM108|PREX2|25A1|KIRREL3|PLXNA4|SLITRK1|CNTN4|NRK|DOK6|OSTN,-17,9
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,-20,4,12,27994,667,650,62,9.5,1.2,577|596|816|1139|1501|1600|2047|2258|2675|3908|4036|4099|4137|4168|4756|4915|5071|5362|5649|5789|5818|5909|6049|6324|6586|6608|7074|7477|8499|9201|9353|9369|9378|9423|9699|10090|10154|10371|11141|22871|22891|23072|23316|26047|26052|29993|54437|55607|55619|57643|57699|59352|66000|80243|84570|84623|91584|114798|152330|203447|220164|344901,ADGRB3|BCL2|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|FGF13|GFRA2|LAMA2|LRP2|MAG|MAPT|MCF2|NEO1|NTRK2|PRKN|PLXNA2|RELN|PTPRD|NECTIN1|RAP1GAP|RNF6|SCN1B|SLIT3|SMO|TIAM1|WNT7B|PPFIA2|DCLK1|SLIT2|NRXN3|NRXN1|NTN1|RIMS2|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|CNTNAP2|DNM3|PACSIN1|SEMA5B|PPP1R9A|DOCK10|ZSWIM5|CPNE5|LGR6|TMEM108|PREX2|25A1|KIRREL3|PLXNA4|SLITRK1|CNTN4|NRK|DOK6|OSTN,-17,9
GO Biological Processes,19,GO:0007268,chemical synaptic transmission,-19,3.8,12,27994,724,650,64,9.8,1.2,29|40|114|320|773|774|783|816|952|1139|1607|1740|2047|2257|2259|2560|2568|2570|2894|2895|2911|2918|3751|3780|3786|3908|4137|4915|4920|5071|5334|5376|5579|5582|5649|5799|6014|8499|8525|9229|9378|9515|9699|22871|22986|23236|23316|25769|26059|27065|27253|27445|55607|57282|64084|66000|79772|84502|85445|143425|149111|152330|246213|729956,ABR|ASIC2|ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK2B|CD38|CHRNA7|DGKB|DLG2|EPHB1|FGF12|FGF14|GABRB1|GABRP|GABRR2|GRID1|GRID2|GRM1|GRM8|KCND2|KCNN1|KCNQ3|LAMA2|MAPT|NTRK2|ROR2|PRKN|PLCL1|PMP22|PRKCB|PRKCG|RELN|PTPRN2|RIT2|PPFIA2|DGKZ|DLGAP1|NRXN1|STXBP5L|RIMS2|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|ERC2|NSG1|PCDH17|PCLO|PPP1R9A|SLC4A10|CLSTN2|TMEM108|MCTP1|JPH4|CNTNAP4|SYT9|CNIH3|CNTN4|SLC17A8|SHISA7,-17,9
GO Biological Processes,19,GO:0098916,anterograde trans-synaptic signaling,-19,3.8,12,27994,724,650,64,9.8,1.2,29|40|114|320|773|774|783|816|952|1139|1607|1740|2047|2257|2259|2560|2568|2570|2894|2895|2911|2918|3751|3780|3786|3908|4137|4915|4920|5071|5334|5376|5579|5582|5649|5799|6014|8499|8525|9229|9378|9515|9699|22871|22986|23236|23316|25769|26059|27065|27253|27445|55607|57282|64084|66000|79772|84502|85445|143425|149111|152330|246213|729956,ABR|ASIC2|ADCY8|APBA1|CACNA1A|CACNA1B|CACNB2|CAMK2B|CD38|CHRNA7|DGKB|DLG2|EPHB1|FGF12|FGF14|GABRB1|GABRP|GABRR2|GRID1|GRID2|GRM1|GRM8|KCND2|KCNN1|KCNQ3|LAMA2|MAPT|NTRK2|ROR2|PRKN|PLCL1|PMP22|PRKCB|PRKCG|RELN|PTPRN2|RIT2|PPFIA2|DGKZ|DLGAP1|NRXN1|STXBP5L|RIMS2|NLGN1|SORCS3|PLCB1|CUX2|SLC24A2|ERC2|NSG1|PCDH17|PCLO|PPP1R9A|SLC4A10|CLSTN2|TMEM108|MCTP1|JPH4|CNTNAP4|SYT9|CNIH3|CNTN4|SLC17A8|SHISA7,-17,9
GO Biological Processes,19,GO:0032990,cell part morphogenesis,-19,3.8,12,27994,705,650,63,9.7,1.2,577|596|816|1139|1501|1600|2047|2258|2675|3908|4036|4099|4137|4168|4756|4915|5071|5168|5362|5649|5789|5818|5909|6049|6324|6586|6608|7074|7477|8499|9201|9353|9369|9378|9423|9699|10090|10154|10371|11141|22871|22891|23072|23316|26047|26052|29993|54437|55607|55619|57643|57699|59352|66000|80243|84570|84623|91584|114798|152330|203447|220164|344901,ADGRB3|BCL2|CAMK2B|CHRNA7|CTNND2|DAB1|EPHB1|FGF13|GFRA2|LAMA2|LRP2|MAG|MAPT|MCF2|NEO1|NTRK2|PRKN|ENPP2|PLXNA2|RELN|PTPRD|NECTIN1|RAP1GAP|RNF6|SCN1B|SLIT3|SMO|TIAM1|WNT7B|PPFIA2|DCLK1|SLIT2|NRXN3|NRXN1|NTN1|RIMS2|UST|PLXNC1|SEMA3A|IL1RAPL1|NLGN1|ZNF365|HECW1|CUX2|CNTNAP2|DNM3|PACSIN1|SEMA5B|PPP1R9A|DOCK10|ZSWIM5|CPNE5|LGR6|TMEM108|PREX2|25A1|KIRREL3|PLXNA4|SLITRK1|CNTN4|NRK|DOK6|OSTN,-17,9
